+ go run ../tasks//go/rpc/server.go
2018/05/15 15:26:05 Serving RPC handler
+ go run ../tasks//go/rpc/server.go
2018/05/15 15:26:14 Couldn't start listening on port 1234. Error listen tcp :12345: bind: address already in use
exit status 1

real	0m0.292s
user	0m0.314s
sys	0m0.063s
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
2018/05/15 15:26:14 Hello World %!d(string=Stefanos) 
