+ go run ../tasks//go/rpc/server.go
2018/05/16 14:20:52 Serving RPC handler
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
2018/05/16 14:20:53 Hello World %!d(string=Stefanos) 
